Elite Size: 25, roulete size: 20, random size: 0
Mutation type: Stepy
CycleEval?: True, accelEval?: False, heightEval?: True
Funcion: PartidaFinalConstante, empujon inicial: (0,0,4)
0.2005342	0.04064557	0.03314353	0.0240103	0.02063167	0.02029389	0.01982262	0.01176122	0.00710513	0.004892983	0.003987013	0.003837141	0.002854033	0.00260897	0.002491839	0.00229661	0.002209962	0.001808036	0.001747958	0.0015279	0.001457502	0.001412198	0.00133671	0.001143166	0.00114286	0.001132517	0.00111429	0.001065412	0.00105778	0.001019087	0.0009884721	0.0008074088	0.0007826955	0.000716966	0.0005272659	0.000468293	0	0	0	0	0	0	0	0	0	
0.2372154	0.2005342	0.04064557	0.03314353	0.0240103	0.02063167	0.02029389	0.01982262	0.01815125	0.01400542	0.01176122	0.009098409	0.00710513	0.006771645	0.00520132	0.004892983	0.003987013	0.003870517	0.003837141	0.003577522	0.003440204	0.002854033	0.0027891	0.00260897	0.002491839	0.00229661	0.002281444	0.002227876	0.002209962	0.001808036	0.001747958	0.0015279	0.001457502	0.001412198	0.00133671	0.001143166	0.00114286	0.0007693445	0.0005550621	0	0	0	0	0	0	
0.2372154	0.2005342	0.1048405	0.06145983	0.0412929	0.04064557	0.03314353	0.0240103	0.02063167	0.02029389	0.01982262	0.01815125	0.01446653	0.01400542	0.01176122	0.009098409	0.00710513	0.006771645	0.00520132	0.004922987	0.004892983	0.003987013	0.003870517	0.003837141	0.003577522	0.003440204	0.003090415	0.002965878	0.002854033	0.0027891	0.00260897	0.002530153	0.002528235	0.002491839	0.001966476	0.001248025	0.000889466	0.0006595693	0.0002987542	0.0002375195	3.912772E-05	0	0	0	0	
0.2372154	0.2005342	0.1140586	0.1048405	0.06145983	0.0412929	0.04064557	0.03314353	0.0297856	0.02493771	0.0240103	0.02063167	0.02029389	0.02019414	0.01982262	0.01815125	0.01446653	0.01400542	0.01284872	0.01176122	0.009098409	0.00710513	0.006771645	0.006208527	0.00520132	0.005019725	0.004922987	0.004892983	0.003987013	0.003870517	0.003837141	0.003577522	0.00339047	0.002381504	0.00203095	0.000732358	0.0006457873	0.0003177401	0	0	0	0	0	0	0	
0.2372154	0.2005342	0.1140586	0.1048405	0.06145983	0.04162534	0.0412929	0.04064557	0.03324184	0.03314353	0.0297856	0.02552177	0.02493771	0.0240103	0.02063167	0.02059497	0.02029389	0.02019414	0.01982262	0.01815125	0.01446653	0.01400542	0.01302841	0.01284872	0.01176122	0.00921977	0.009098409	0.00710513	0.006771645	0.006208527	0.00520132	0.004259602	0.003320821	0.003204505	0.002923945	0.002127534	0.002001392	0.001966771	0.001657641	0.0007707999	0.0006628408	0.0006215003	0.0006058211	0	0	
0.2372154	0.2224619	0.2005342	0.1832345	0.1538794	0.1148899	0.1140586	0.1048405	0.1000219	0.06145983	0.05707774	0.04162534	0.0412929	0.04064557	0.03324184	0.03314353	0.0297856	0.02552177	0.02493771	0.0240103	0.02063167	0.02059497	0.02029389	0.02019414	0.01982262	0.01815125	0.01446653	0.01400542	0.01302841	0.01284872	0.01176122	0.01145805	0.005989353	0.00459886	0.003157099	0.002514683	0.002428568	0.002397483	0.002150344	0.001430785	1.047309E-05	0	0	0	0	
0.2372154	0.2224619	0.2005342	0.2004282	0.1832345	0.1585114	0.1538794	0.1396305	0.1148899	0.1140586	0.1104608	0.1048405	0.1000219	0.06145983	0.05707774	0.04162534	0.0412929	0.04064557	0.03324184	0.03314353	0.0297856	0.02552177	0.02493771	0.02430826	0.0240103	0.02063167	0.02059497	0.02029389	0.02019414	0.01982262	0.01424553	0.01346156	0.01113746	0.008643859	0.004194973	0.0020444	0.001776187	0.001226961	0.0007533754	0.0002458912	0	0	0	0	0	
0.3072159	0.2529343	0.2372154	0.2281622	0.2224619	0.2005342	0.2004282	0.1832345	0.1605143	0.1585114	0.1538794	0.1396305	0.1148899	0.1140586	0.1104608	0.1048405	0.1000219	0.09553582	0.08668844	0.06145983	0.05707774	0.05427436	0.04162534	0.0412929	0.04064557	0.03874126	0.03324184	0.03314353	0.0297856	0.02552177	0.02493771	0.02430826	0.0240103	0.02319545	0.005203279	0.005011495	0.003187302	0.002614817	0.001965275	0.0004269954	0	0	0	0	0	
0.3072159	0.2529343	0.2381111	0.2372154	0.2281622	0.2224619	0.2179124	0.2005342	0.2004282	0.1832345	0.1605143	0.1585114	0.1538794	0.1396305	0.1148899	0.1140586	0.1104608	0.1048405	0.1000219	0.09553582	0.08668844	0.07721149	0.07441752	0.06857362	0.06680174	0.06145983	0.05707774	0.05427436	0.04162534	0.0412929	0.04064557	0.02639856	0.01341859	0.005020451	0.004973007	0.004419396	0.003194629	0.002953473	0.001279208	0.001201358	0.001182007	0.000292157	0	0	0	
0.3072159	0.2529343	0.2381111	0.2372154	0.2281622	0.2224619	0.2179124	0.2005342	0.2004282	0.1832345	0.1605143	0.1585114	0.1538794	0.1396305	0.1148899	0.1140586	0.1104608	0.1048405	0.1000219	0.09553582	0.08668844	0.07721149	0.07441752	0.06857362	0.06680174	0.06614054	0.04702481	0.03751725	0.02822089	0.01448556	0.006984983	0.006012623	0.004016232	0.001403423	0.001285101	7.517565E-05	6.203954E-05	0	0	0	0	0	0	0	0	
0.3072159	0.2529343	0.2381111	0.2372154	0.2281622	0.2224619	0.2179124	0.2005342	0.2004282	0.1953096	0.1832345	0.1605143	0.1585114	0.1538794	0.1453406	0.1396305	0.1148899	0.1140586	0.1104608	0.1048405	0.1000219	0.09553582	0.08668844	0.0852791	0.08292163	0.07721149	0.07441752	0.06857362	0.06680174	0.04357066	0.03434094	0.03351386	0.01058489	0.0102339	0.00275438	0.002479531	0.001527774	0.001350364	0.0003485819	8.76134E-06	0	0	0	0	0	
0.3072159	0.2529343	0.2381111	0.2372154	0.2281622	0.2224619	0.2179124	0.2123827	0.2005342	0.2004282	0.1953096	0.1832345	0.1687116	0.1605143	0.1585114	0.1560937	0.1548399	0.1538794	0.1453406	0.1396305	0.1170311	0.1148899	0.1140586	0.1104608	0.1048405	0.1000219	0.09553582	0.08668844	0.08654331	0.0852791	0.08292163	0.07398933	0.02909149	0.02890709	0.02203143	0.009814928	0.009041605	0.00733839	0.00537961	0.005310714	8.148431E-05	0	0	0	0	
