Elite Size: 20, roulete size: 25, random size: 0
Mutation type: Stepy
CycleEval?: True, accelEval?: False, heightEval?: True
Funcion: Media_Partida_Classic_FaseSync_CosDoubleFrecuency_Knee, empujon inicial: (0,0,0)
0.07232909	0.06632401	0.03588135	0.02422621	0.0226131	0.01140682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.07232909	0.06632401	0.04323397	0.03588135	0.02938006	0.02422621	0.0226131	0.01140682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.07232909	0.06632401	0.05540459	0.04687856	0.04323397	0.03588135	0.02938006	0.02564994	0.02422621	0.0226131	0.0210069	0.01604743	0.01140682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.07232909	0.07052061	0.06632401	0.05540459	0.05002079	0.04687856	0.04323397	0.03588135	0.02938006	0.02564994	0.02422621	0.02326453	0.0226131	0.02234406	0.02134792	0.0210069	0.01604743	0.01140682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.07232909	0.07052061	0.06632401	0.05540459	0.05002079	0.04687856	0.04323397	0.03588135	0.03424348	0.02938006	0.02750058	0.02564994	0.02422621	0.02326453	0.0226131	0.02234406	0.02134792	0.0210069	0.01604743	0.01552858	0.01140682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.0861403	0.07232909	0.07052061	0.06632401	0.05880076	0.05540459	0.05002079	0.04687856	0.04599709	0.04323397	0.03588135	0.03424348	0.02938006	0.02750058	0.0271751	0.02564994	0.02422621	0.02326453	0.0226131	0.02234406	0.02134792	0.0210069	0.0206245	0.01927381	0.01604743	0.01552858	0.006040387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.0861403	0.07232909	0.07052061	0.06933733	0.06632401	0.05880076	0.05540459	0.05369348	0.05002079	0.04687856	0.04599709	0.04583028	0.04323397	0.04169573	0.03887612	0.03746011	0.03710121	0.03588135	0.03424348	0.03366478	0.0333192	0.02938006	0.02750058	0.0271751	0.02564994	0.02422621	0.02326453	0.0226131	0.02245913	0.02234406	0.01407078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.0861403	0.07232909	0.07052061	0.06933733	0.06676689	0.06632401	0.06215633	0.05880076	0.05540459	0.05369348	0.05068222	0.05002079	0.04687856	0.04599709	0.04583028	0.04323397	0.04169573	0.03887612	0.03746011	0.03710121	0.03676455	0.03588135	0.03514237	0.03424348	0.03366478	0.03034685	0.02631075	0.02230407	0.02207847	0.01951142	0.01329103	0.009125792	0.005292526	0.001987149	0	0	0	0	0	0	0	0	0	0	0	0	
0.0861403	0.07232909	0.07052061	0.06933733	0.06815182	0.06676689	0.06632401	0.06215633	0.05880076	0.05540459	0.05369348	0.05068222	0.05002079	0.04870299	0.04687856	0.04651807	0.04599709	0.04583028	0.04323397	0.04169573	0.04158074	0.03887612	0.03746011	0.03710121	0.03285374	0.03175616	0.03007488	0.02909149	0.02593441	0.02393751	0.02077195	0.007457517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.09405227	0.0861403	0.08431121	0.08409721	0.08071973	0.07656671	0.07232909	0.07052061	0.06933733	0.06884389	0.06815182	0.06676689	0.06632401	0.06215633	0.05880076	0.05540459	0.05369348	0.05068222	0.05002079	0.04887891	0.04870299	0.04687856	0.04651807	0.04599709	0.04583028	0.04323397	0.04169573	0.0329746	0.03296014	0.01289329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.09405227	0.0861403	0.08431121	0.08409721	0.08071973	0.07656671	0.07539763	0.07232909	0.07052061	0.06933733	0.06884389	0.06815182	0.06676689	0.06632401	0.06215633	0.05880076	0.0575889	0.05572823	0.05540459	0.05369348	0.05068222	0.05002079	0.04887891	0.04349323	0.04312084	0.04089475	0.02380176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.09405227	0.0861403	0.08431121	0.08409721	0.08071973	0.07902337	0.07681147	0.07656671	0.07539763	0.07232909	0.07052061	0.06933733	0.06884389	0.06815182	0.06676689	0.06632401	0.06215633	0.05880076	0.0575889	0.05572823	0.05540459	0.05391849	0.05369348	0.04904595	0.04004523	0.03586035	0.035053	0.03077229	0.02835556	0.02327953	0.01199574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.09405227	0.0861403	0.08431121	0.08409721	0.08071973	0.07988279	0.07902337	0.07821193	0.07681147	0.07656671	0.07539763	0.07354011	0.07232909	0.07052061	0.0699212	0.06933733	0.06884389	0.06815182	0.06750925	0.06676689	0.06632401	0.06215633	0.0606989	0.05880076	0.0575889	0.05572823	0.03724432	0.02107323	0.007041269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.09405227	0.0861403	0.08431121	0.08409721	0.08358	0.08071973	0.07988279	0.07902337	0.07821193	0.07720693	0.07681147	0.07680522	0.07656671	0.07539763	0.07354011	0.07232909	0.07142986	0.07052061	0.0699212	0.06933733	0.06884389	0.06815463	0.06815182	0.06762039	0.06750925	0.06701148	0.06676689	0.02735303	0.01513206	0.01383818	0.002620278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.09405227	0.09073098	0.0861403	0.08549512	0.08431121	0.08409721	0.08358	0.08071973	0.07988279	0.07902337	0.07821193	0.07720693	0.07681147	0.07680522	0.07656671	0.07539763	0.07354011	0.07232909	0.07161947	0.07142986	0.07052061	0.0699212	0.06940202	0.06933733	0.06777894	0.06267865	0.05202991	0.05056199	0.02268615	0.01914725	0.0179585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.09405227	0.09073098	0.0861403	0.08549512	0.08431121	0.08409721	0.08358	0.08071973	0.07988279	0.07902337	0.07821193	0.07747843	0.07720693	0.07681147	0.07680522	0.07656671	0.07539763	0.07501287	0.07415695	0.07354011	0.07232909	0.07161947	0.07156524	0.07142986	0.068614	0.06819139	0.06063046	0.05142029	0.04570086	0.04479123	0.04134536	0.03695284	0.02430178	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.09405227	0.09073098	0.0861403	0.08549512	0.08431121	0.08409721	0.08358	0.08210021	0.0810967	0.08071973	0.07988279	0.07971798	0.07902337	0.07821193	0.07747843	0.07729807	0.07720693	0.07681147	0.07680522	0.07658576	0.07656671	0.07539763	0.07501287	0.07415695	0.07354011	0.03780651	0.02568266	0.01711127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.09448276	0.09405227	0.09073098	0.0861403	0.08549512	0.08431121	0.08409721	0.08370073	0.08358	0.08210021	0.0810967	0.08071973	0.07994959	0.07990362	0.07988279	0.07971798	0.07902337	0.07821193	0.07747843	0.07729807	0.07720693	0.07681147	0.07680522	0.07658576	0.06036977	0.0483574	0.0443131	0.03703626	0.03309949	0.02123617	0.01058773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.09448276	0.09405227	0.09073098	0.0861403	0.08549512	0.08431121	0.08409721	0.08370073	0.08358	0.08210021	0.0810967	0.08071973	0.07994959	0.07990362	0.07988279	0.07971798	0.07902337	0.07821193	0.07747843	0.07729807	0.07682009	0.07622253	0.06232098	0.0621142	0.05389632	0.03598021	0.003598218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.09448276	0.09405227	0.09073098	0.0861403	0.08549512	0.08431121	0.08409721	0.08370073	0.08358	0.08210021	0.0810967	0.08071973	0.07994959	0.07990362	0.07988279	0.07971798	0.07902337	0.07831211	0.07821193	0.07747843	0.07729807	0.07318382	0.06909867	0.05661513	0.04893295	0.04324525	0.03453406	0.02310271	0.02195849	0.02127417	0.01527013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.09448276	0.09405227	0.09073098	0.0861403	0.08549512	0.08431121	0.08409721	0.08370073	0.08358	0.08210021	0.08123721	0.0810967	0.08071973	0.07994959	0.07990362	0.07988279	0.07971798	0.07902337	0.07831211	0.07821193	0.07747843	0.07520262	0.07024162	0.04966342	0.03829397	0.03369615	0.02670397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.09448276	0.09405227	0.09073098	0.08617399	0.0861403	0.08549512	0.08431121	0.08409721	0.08370073	0.08358	0.08210021	0.08123721	0.0810967	0.08071973	0.07994959	0.07990362	0.07988279	0.07971798	0.07902337	0.07831211	0.07821193	0.0759992	0.06956663	0.06274477	0.05420415	0.05143632	0.04138932	0.034554	0.02979749	0.02396609	0.02211611	0.01514344	0.01079643	0.004371264	0	0	0	0	0	0	0	0	0	0	0	0	
0.09448276	0.09405227	0.09073098	0.08617399	0.0861403	0.08549512	0.08431121	0.08409721	0.08370073	0.08358	0.08210021	0.08123721	0.0810967	0.08071973	0.08031751	0.07994959	0.07990362	0.07988279	0.07984374	0.07971798	0.07902337	0.07831211	0.07736732	0.07546631	0.05243158	0.0493771	0.03911885	0.03835145	0.03413751	0.0292855	0.02872027	0.02233857	0.02106365	0.01766801	0.01425337	0.01399329	0	0	0	0	0	0	0	0	0	0	
0.09448276	0.09405227	0.09073098	0.08617399	0.0861403	0.08549512	0.08431121	0.08409721	0.08370073	0.08358	0.08210021	0.08123721	0.0810967	0.08071973	0.08031751	0.07994959	0.07990362	0.07988279	0.07984374	0.07971798	0.07475412	0.06574709	0.03615953	0.03401312	0.03227557	0.03021052	0.02667283	0.02169417	0.01973532	0.01751896	0.008118137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.09448276	0.09405227	0.09073098	0.08617399	0.0861403	0.08549512	0.08431121	0.08409721	0.08370073	0.083619	0.08358	0.08210021	0.08123721	0.0810967	0.08071973	0.08031751	0.07994959	0.07990362	0.07988279	0.07984374	0.07971798	0.07827422	0.07345288	0.06871092	0.06094086	0.06037443	0.05034007	0.02891975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.09448276	0.09405227	0.09073098	0.08617399	0.0861403	0.08549512	0.08431121	0.08409721	0.08370073	0.083619	0.08358	0.08210021	0.08123721	0.0810967	0.08071973	0.08031751	0.07994959	0.07990362	0.07988279	0.07984374	0.07633091	0.07568945	0.07309715	0.06977833	0.04699896	0.04363593	0.03721409	0.03528436	0.03523652	0.02947803	0.01620876	0.0112064	0.01093578	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.09448276	0.09405227	0.09073098	0.08617399	0.0861403	0.08549512	0.08431121	0.08409721	0.08370073	0.083619	0.08358	0.08331095	0.08210021	0.08123721	0.0810967	0.08071973	0.08031751	0.07994959	0.07990362	0.07988279	0.07984374	0.07282127	0.07036754	0.05111746	0.04936049	0.03094478	0.02692777	0.02688941	0.005047166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.09448276	0.09405227	0.09073098	0.08773082	0.08617399	0.0861403	0.08549512	0.08431121	0.08409721	0.08370073	0.083619	0.08358	0.08331095	0.08210021	0.08123721	0.0810967	0.08071973	0.08031751	0.08016119	0.07994959	0.07990362	0.07988279	0.07612669	0.04741854	0.03398554	0.02891791	0.02541239	0.02527341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.09448276	0.09405227	0.09073098	0.08773082	0.08617399	0.0861403	0.0855599	0.08549512	0.08431121	0.08409721	0.08370073	0.083619	0.08358	0.08331095	0.08210021	0.08123721	0.0810967	0.08071973	0.08031751	0.08016119	0.07994959	0.07800382	0.05806678	0.04861644	0.03365497	0.02046118	0.01930511	0.01265613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.09448276	0.09405227	0.09073098	0.08879749	0.08773082	0.08617399	0.0861403	0.0855599	0.08549512	0.08431121	0.08409721	0.08370073	0.083619	0.08358	0.08331095	0.08210021	0.08123721	0.0810967	0.08071973	0.08031751	0.08016119	0.07929607	0.07885301	0.07309647	0.07101654	0.06572011	0.03459592	0.03124195	0.02342014	0.02065498	0.0186723	0.005651737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.09448276	0.09405227	0.09073098	0.08879749	0.08773082	0.08617399	0.0861403	0.0855599	0.08549512	0.08431121	0.08409721	0.08370073	0.083619	0.08358	0.08331095	0.08210021	0.08123721	0.0810967	0.08071973	0.08031751	0.07929174	0.07873987	0.07568271	0.06930456	0.04698523	0.0466097	0.044186	0.02413065	0.01858803	0.01441419	0.01391227	0.007871886	0.006255881	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.09448276	0.09405227	0.09073098	0.08879749	0.08773082	0.08617399	0.0861403	0.0855599	0.08549512	0.08431121	0.08409721	0.08370073	0.083619	0.08358	0.08331095	0.08210021	0.08123721	0.0810967	0.08071973	0.08031751	0.0731796	0.07086687	0.04210513	0.03917317	0.03388602	0.03309954	0.02844763	0.02030298	0.02009721	0.009077474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.09448276	0.09405227	0.09073098	0.08879749	0.08773082	0.08617399	0.0861403	0.0855599	0.08549512	0.08431121	0.08409721	0.08370073	0.083619	0.08358	0.08331095	0.08210021	0.08123721	0.0810967	0.08071973	0.08031751	0.07957657	0.07889949	0.07780978	0.07438417	0.07211012	0.04945096	0.04109087	0.04018757	0.03693262	0.02766689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.09448276	0.09405227	0.09073098	0.08879749	0.08773082	0.08617399	0.0861403	0.08591075	0.0855599	0.08549512	0.08431121	0.08409721	0.08370073	0.083619	0.08358	0.08331095	0.08210021	0.08160727	0.08123721	0.0810967	0.08071973	0.08031751	0.07883753	0.07766922	0.07676404	0.06932049	0.06273725	0.06152035	0.04642359	0.04431961	0.04161761	0.02154793	0.01944974	0.01771502	0	0	0	0	0	0	0	0	0	0	0	0	
0.09448276	0.09405227	0.09073098	0.08879749	0.08800732	0.08773082	0.08617399	0.0861403	0.08591075	0.0855599	0.08549512	0.08431121	0.08409721	0.08370073	0.083619	0.08358	0.08331095	0.08210021	0.08160727	0.08123721	0.0810967	0.07898768	0.06920316	0.06909617	0.04376771	0.04307407	0.04238791	0.03755052	0.02773337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.09448276	0.09405227	0.09073098	0.08879749	0.08800732	0.08773082	0.08617399	0.0861403	0.08591075	0.0855599	0.08549512	0.08431121	0.08409721	0.08370073	0.083619	0.08358	0.08331095	0.08210021	0.08160727	0.08123721	0.04757785	0.039761	0.0352346	0.0324441	0.02840175	0.02450139	0.01451661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
