
3,289293	2,243723	2,088222	2,042491	1,642641	1,595262	1,524927	1,505409	1,365113	1,297111	1,26041	1,145125	0,9855086	0,9294007	0,7241324	0,2418543	0,2025936	0,07899243	0,003541737	0	0	0	0	0	0	0	0	0	0	0	
7,241449	5,536825	4,848893	4,789787	4,352238	4,15732	3,976593	3,830646	3,764566	3,746706	2,682153	2,319639	2,097816	1,911969	1,864664	1,813337	1,613066	1,4396	1,288718	1,271806	1,241263	0,9315154	0,7520986	0,5056464	0,237574	0,107548	0,08110991	0,03775714	0	0	0	0	0	
7,241449	5,536825	4,848893	4,789787	4,652913	4,558371	4,352238	4,15732	4,054742	3,978624	3,976593	3,870026	3,346882	3,207139	3,040448	2,98546	2,283808	2,07458	1,841934	1,702631	1,593192	1,409224	1,358775	1,323338	1,292628	1,290542	1,103985	0,6357151	0,4524822	0,3462016	0,08014891	0,05135692	0,03986953	
7,241449	5,711812	5,536825	5,333777	5,174181	4,848893	4,789787	4,681653	4,652913	4,593207	4,558371	4,352238	3,870026	3,501763	3,238246	3,15073	2,865547	2,851102	2,728601	2,525661	2,377518	1,837624	1,540055	1,509007	1,223309	1,159421	1,14509	1,113046	0,8567595	0,4673667	0	0	0	
7,241449	5,711812	5,536825	5,333777	5,174181	4,985782	4,848893	4,838567	4,789787	4,789787	3,745885	2,945788	2,490273	2,321687	2,056531	2,006868	1,885821	1,821078	1,798049	1,714229	1,510577	1,376028	1,353641	1,291376	1,204639	1,060311	0,8929098	0,7929373	0,4601125	0,4086221	0	0	0	
7,241449	6,074012	5,711812	5,536825	5,333777	5,284667	5,269813	5,174181	4,985782	4,848893	4,661923	3,675887	3,585751	3,14121	3,033666	2,88331	2,865469	2,83644	2,067867	1,821751	1,797057	1,643798	1,410336	1,385785	1,29983	1,095566	0,8083306	0,5873784	0	0	0	0	0	
7,241449	6,523445	6,370934	6,074012	6,009134	5,711812	5,536825	5,333777	5,284667	5,269813	4,985782	4,49544	4,09449	3,914224	3,600363	3,579445	3,157643	2,983825	2,980837	2,513577	2,167063	2,132411	1,908643	1,435739	1,250881	1,236909	0,8389505	0,8257813	0,7929054	0,2499926	0	0	0	
7,241449	6,523445	6,370934	6,29283	6,074012	6,009134	5,711812	5,706418	5,575528	5,536825	5,490713	5,216536	5,125032	4,608269	4,494394	3,997702	3,938366	3,449054	3,39138	3,087524	2,708438	2,61844	2,031914	1,861549	1,726623	1,665584	0,9741145	0,5376503	0,4937161	0,4937161	0,1994481	0	0	
7,241449	6,523445	6,521722	6,370934	6,29283	6,074012	6,012107	6,009134	5,9891	5,897802	5,826787	5,711812	5,645348	5,530508	5,243077	5,092288	5,05543	3,756652	3,276014	2,947833	2,867604	2,814155	2,391948	2,353456	2,13044	2,021492	1,543666	1,336707	0,9345711	0,4984291	0	0	0	
7,241449	6,753548	6,523445	6,521722	6,370934	6,29283	6,074012	6,074012	6,012107	5,846911	5,846911	5,784836	5,65832	5,216536	4,934999	4,675243	4,415147	4,296705	4,203107	4,19083	4,029096	3,78599	3,76831	3,733929	3,212948	2,527186	2,473858	2,460948	1,954108	1,702726	1,211578	0,3846391	0,149879	
7,241449	7,200529	6,753548	6,523445	6,521722	6,370934	6,29283	6,079049	6,074012	5,490713	5,321391	4,75092	4,469244	4,453019	4,369512	4,357446	4,322691	4,222476	4,041661	3,806389	3,781561	3,766718	3,610759	3,371648	2,956728	2,59359	2,269172	1,710003	1,543234	1,053052	0	0	0	
7,241449	7,200529	6,753548	6,753548	6,646587	6,523445	6,521722	6,370934	6,360464	6,336683	6,29283	5,897802	5,530508	4,451648	4,322691	4,00781	3,752159	3,37774	3,289394	2,913745	2,895784	2,869362	2,849092	2,769237	1,374032	0,4075783	0,2815212	0	0	0	0	0	0	
7,241449	7,200529	6,78727	6,753548	6,753548	6,753548	6,753548	6,692318	6,646587	6,594602	6,523445	6,521722	6,494189	5,373336	4,905922	4,698237	4,677806	4,234156	4,206761	4,090027	3,998626	3,344009	3,289394	3,289394	2,895784	2,712967	1,980873	1,272776	1,169087	0,8399707	0,7365545	0,22658	0	
7,549454	7,241449	7,200529	6,904613	6,78727	6,753548	6,753548	6,753548	6,753548	6,110044	5,819301	5,819301	5,766821	5,494852	5,337112	5,314543	5,025605	4,955834	4,821355	4,498523	4,480891	4,453019	4,415147	4,206761	3,896008	3,383044	2,810714	2,80253	1,169087	1,066822	0,2859507	0,2675421	0	
7,549454	7,241449	7,241449	7,200529	7,184257	6,904613	6,78727	6,753548	6,753548	6,753548	6,753548	6,753548	6,753548	6,753548	6,297718	5,91329	5,850315	5,826787	5,593232	5,570114	5,47242	5,212748	4,791409	4,71733	4,113315	4,096137	3,997015	3,983624	3,896008	3,896008	2,840063	1,838015	1,807067	
7,549454	7,241449	7,241449	7,200529	7,184257	6,904613	6,904613	6,78727	6,753548	6,753548	6,256567	6,171309	5,951646	5,659445	5,502104	5,314543	5,231482	5,231482	4,905922	4,757744	4,71733	4,480891	4,318394	4,301929	3,977206	3,869064	2,987743	2,051341	1,434233	1,066822	0,8535421	0,8535421	0,627594	
7,549454	7,241449	7,241449	7,200529	7,184257	6,904613	6,904613	6,753548	5,951646	5,5253	5,337112	5,231482	5,231482	5,034779	4,952319	4,905922	4,480891	4,453019	4,453019	4,415147	4,253758	3,930247	3,930247	3,83652	3,54672	3,387243	2,683857	2,418357	1,877451	1,481084	1,37392	0	0	
8,214307	7,549454	7,241449	7,241449	7,241449	7,200529	7,184257	6,904613	6,904613	6,753548	6,074012	4,979638	4,952319	4,935601	4,628615	4,480891	4,421242	4,415147	4,315991	4,069499	3,281637	3,238464	2,987743	2,834684	2,719943	2,016706	1,877451	1,836383	1,39159	0,08772478	0	0	0	
8,214307	7,549454	7,241449	7,241449	7,241449	7,241449	7,241449	7,200529	7,184257	6,753548	5,951646	5,775299	5,349215	4,952319	4,753956	4,697145	4,652913	4,652913	4,652913	4,415147	4,315991	4,312585	3,238464	3,238464	3,153365	2,149171	1,20993	0,3169372	0,08772478	0	0	0	0	
8,214307	7,549454	7,241449	7,241449	7,241449	7,241449	7,241449	7,241449	7,241449	7,241449	7,241449	6,753548	5,951646	5,735816	4,982945	4,852704	4,652913	4,652913	4,453019	3,974083	3,238464	3,153365	2,683857	2,631383	2,230259	1,735242	1,527378	0,8843293	0,8843293	0,1414897	0,08591106	0	0	
8,214307	7,549454	7,241449	7,241449	7,241449	7,241449	7,241449	7,241449	7,241449	7,241449	7,241449	7,241449	7,241449	7,241449	5,775299	5,717672	5,555686	5,414067	4,753956	4,652913	3,578897	2,631383	2,631383	2,019775	1,877106	1,652603	1,39159	0,7875971	0,7128837	0,5262455	0	0	0	
8,214307	7,549454	7,549454	7,549454	7,241449	7,241449	7,241449	7,241449	7,241449	7,241449	7,241449	7,241449	7,241449	7,241449	7,241449	7,241449	7,241449	7,184257	4,652913	4,223258	3,974083	3,238464	2,987743	2,485869	2,432219	2,293371	2,230314	2,186749	1,496081	1,085381	0,7226201	0	0	
8,214307	8,214307	7,549454	7,549454	7,549454	7,549454	7,549454	7,241449	7,241449	7,241449	7,241449	7,241449	7,241449	7,241449	7,241449	7,241449	7,241449	7,184257	7,184257	7,184257	4,753956	3,974083	3,62271	3,238464	2,987743	2,987743	2,432219	2,432219	2,230314	2,230314	1,82207	0,04069201	0	
8,214307	8,214307	7,596552	7,549454	7,549454	7,549454	7,549454	7,549454	7,549454	7,549454	7,241449	7,241449	7,241449	7,241449	7,241449	7,241449	7,241449	7,241449	7,241449	7,184257	7,184257	7,184257	4,982945	4,982945	4,753956	4,753956	4,753956	3,975681	3,238464	3,046904	2,432219	2,432219	2,399406	
