
3,289293	2,243723	2,088222	2,042491	1,642641	1,595262	1,524927	1,505409	1,365113	1,297111	1,26041	1,145125	0,9855086	0,9294007	0,7241324	0,2418543	0,2025936	0,07899243	0,003541737	0	0	0	0	0	0	0	0	0	0	0	
3,289293	3,222336	2,648926	2,449356	2,243723	2,088222	2,042491	1,836541	1,805579	1,662409	1,642641	1,62578	1,595262	1,594512	1,524927	1,34718	1,315527	1,109039	1,101033	1,010577	0,867671	0,838694	0,6209071	0,5188101	0,4362314	0,11875	0,09640606	0	0	0	0	0	0	
3,289293	3,222336	2,648926	2,560488	2,449356	2,243723	2,088222	2,042491	1,854404	1,750324	1,363788	1,352565	1,179663	1,118758	1,012794	0,9818873	0,9640132	0,7505791	0,5992109	0,4075247	0,3931534	0,226569	0,1929568	0,1922895	0,129862	0,11962	0,06190271	0	0	0	0	0	0	
3,289293	3,222336	2,648926	2,560488	2,449356	2,243723	2,088222	1,806298	1,797309	1,696351	1,583139	1,537236	1,519013	1,193107	1,104119	1,065916	0,7947801	0,732707	0,7253074	0,584053	0,4643219	0,2698388	0,03319871	0	0	0	0	0	0	0	0	0	0	
3,289293	3,222336	2,648926	2,560488	2,449356	2,410716	2,311891	2,243723	2,088222	2,015789	1,607731	1,464717	1,295442	1,212128	1,07109	1,053436	0,9329681	0,9083373	0,8816205	0,8057104	0,7859135	0,665484	0,6120591	0,5732457	0,364946	0,2776058	0	0	0	0	0	0	0	
3,830646	3,704043	3,289293	3,222336	3,0047	2,648926	2,567986	2,560488	2,449356	2,410716	2,311891	2,217269	1,81528	1,742823	1,594621	1,50702	1,484437	1,2682	1,211875	0,9785798	0,9760771	0,9271767	0,8635158	0,6996098	0,5623642	0,557552	0,5250561	0,4940504	0,3822428	0,1673209	0	0	0	
3,976593	3,830646	3,704043	3,289293	3,222336	3,0047	2,648926	2,567986	2,55299	2,503478	2,398775	2,394425	2,240501	1,818667	1,648274	1,261917	1,250435	1,140635	1,117308	1,08734	1,039145	1,01799	0,9690565	0,9061829	0,8088017	0,7106486	0,4820577	0,474392	0,2143517	0,1812885	0	0	0	
3,976593	3,830646	3,764566	3,704043	3,289293	3,222336	3,0047	2,648926	1,964254	1,357376	1,251611	1,109769	1,040709	0,8882427	0,7838789	0,6671925	0,4534946	0,4438049	0,3008828	0,1904915	0,1130151	0,06991457	0,0176107	0	0	0	0	0	0	0	0	0	0	
4,848893	4,15732	3,976593	3,830646	3,764566	3,704043	3,289293	3,222336	3,0047	2,927971	2,048397	1,976207	1,921343	1,911117	1,703691	1,349559	1,186579	0,9816388	0,9670978	0,9220844	0,7967168	0,7322423	0,7129735	0,5231784	0,3751982	0,2019799	0,1898856	0	0	0	0	0	0	
7,241449	5,536825	4,848893	4,15732	3,976593	3,830646	3,764566	3,704043	3,360212	3,289293	2,383071	2,196673	2,174397	2,06052	1,564483	1,54449	1,519307	1,460208	1,241333	1,204488	1,137852	1,115921	1,105504	0,8341863	0,7953251	0,6426764	0,6205891	0,4416704	0,06380332	0	0	0	0	
7,241449	5,536825	4,848893	4,15732	3,976593	3,830646	3,764566	3,014758	2,818381	2,789922	2,172296	2,109999	2,104238	1,80952	1,576231	1,219041	1,214922	1,19937	1,139693	1,050403	1,02364	0,9190954	0,8669318	0,818321	0,7844913	0,6018507	0,1752313	0	0	0	0	0	0	
