Elite Size: 15, roulete size: 25, random size: 0
Mutation type: Stepy
CycleEval?: True, accelEval?: False, heightEval?: True
Funcion: Fourier_Med_Partida_FaseSync, empujon inicial: (0,0,0)
0.07636124	0.04989605	0.04665129	0.04095821	0.03830201	0.03759617	0.0339877	0.03062665	0.02929705	0.02546971	0.02493993	0.02251314	0.01976586	0.01811261	0.009275884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.07636124	0.05293839	0.04989605	0.04665129	0.04628351	0.04095821	0.04008391	0.03876817	0.03830201	0.03759617	0.0339877	0.03289789	0.03062665	0.02929705	0.02811868	0.02546971	0.02493993	0.02251314	0.0207568	0.01976586	0.01811261	0.01773861	0.01658019	0.009275884	0.006815189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.07636124	0.06522654	0.06356352	0.05293839	0.04989605	0.04785715	0.04665129	0.04628351	0.04332153	0.04095821	0.04008391	0.03918258	0.03876817	0.0385686	0.03830201	0.03759617	0.03656642	0.03553198	0.03440271	0.03421282	0.0339877	0.03289789	0.03062665	0.02929705	0.02811868	0.0261207	0.02242981	0.01504815	0.01455303	0.0128241	0.005137292	0.003960794	0	0	0	0	0	0	0	0	0	
0.07636124	0.06522654	0.06356352	0.05645363	0.05389544	0.05351536	0.05293839	0.04989605	0.04785715	0.04665129	0.04628351	0.04490461	0.04332153	0.04311148	0.04095821	0.04063639	0.04008391	0.03918258	0.03876817	0.0385686	0.03830201	0.03779304	0.03498104	0.031752	0.03115543	0.03072253	0.02467114	0.02207058	0.02048285	0.02022366	0.01807194	0.01566809	0.01536648	0.01071602	0	0	0	0	0	0	0	
0.07636124	0.06522654	0.06356352	0.05645363	0.05389544	0.05351536	0.05293839	0.05131876	0.0510826	0.04989605	0.04958146	0.04785715	0.04665129	0.04628351	0.04518153	0.04490461	0.04432384	0.04332153	0.04311148	0.0426738	0.04095821	0.03576823	0.03491559	0.03185136	0.03075107	0.02349428	0.02244383	0.02098783	0.01943287	0.002044767	0	0	0	0	0	0	0	0	0	0	0	
0.2152821	0.07636124	0.06522654	0.06356352	0.06047437	0.05645363	0.05389544	0.05351536	0.05293839	0.05131876	0.0510826	0.04989605	0.04958146	0.04882628	0.04785715	0.04680443	0.04665129	0.04628351	0.04518153	0.04154712	0.04112205	0.04042417	0.0400223	0.03822207	0.03599436	0.03499716	0.0328936	0.02946715	0.02880636	0.02436675	0.02372526	0.01586317	0	0	0	0	0	0	0	0	0	
0.2152821	0.07636124	0.06522654	0.06385236	0.06356352	0.06047437	0.05645363	0.05389544	0.05351536	0.05293839	0.05131876	0.05121051	0.0510826	0.04989605	0.04958146	0.04882628	0.04785715	0.0429043	0.04202269	0.04022924	0.03825155	0.02363296	0.02293625	0.02255781	0.01958518	0.01694163	0.009056598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.2152821	0.138604	0.07636124	0.06652635	0.06522654	0.06385236	0.06356352	0.06138295	0.06047437	0.05645363	0.05492697	0.05389544	0.05351536	0.05293839	0.05131876	0.05121051	0.0510826	0.04989605	0.04958146	0.04887749	0.04675881	0.04672576	0.04522672	0.04284007	0.03994665	0.03875517	0.02309398	0.0211235	0.01887913	0.01682926	0.016812	0.01620944	0.006263248	0	0	0	0	0	0	0	0	
0.2152821	0.1785359	0.138604	0.07636124	0.07627457	0.06652635	0.06522654	0.06385236	0.06356352	0.06138295	0.06104418	0.06047437	0.05645363	0.05492697	0.05449339	0.05389544	0.05351536	0.05293839	0.05131876	0.04409178	0.04325714	0.04134545	0.03960924	0.03953178	0.03847314	0.03420598	0.02716002	0.0255838	0.02497394	0.02447545	0.007557889	0.004129607	0	0	0	0	0	0	0	0	0	
0.2152821	0.1785359	0.138604	0.07878041	0.07636124	0.07627457	0.07264908	0.06652635	0.06579664	0.06522654	0.06385236	0.06356352	0.06184443	0.06138295	0.06104418	0.06047437	0.05645363	0.05492697	0.05449339	0.05216798	0.04662933	0.04530752	0.04143916	0.03918975	0.03557952	0.03533819	0.03488709	0.02080069	0.008309893	0	0	0	0	0	0	0	0	0	0	0	0	
