
2.100074	2.062098	1.485784	1.47498	1.284336	1.042087	0.9558275	0.926108	0.850499	0.7832121	0.5415897	0.5088986	0.5009588	0.4684779	0.2983222	0.2572415	0.234189	0.2247351	0.2019141	0.1776074	0.1091824	0.1014014	0.07789764	0.0676529	0.05653674	0.03928611	0.03150434	0.02736369	0.0238438	0.01662985	0.008863567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3.281173	2.100074	2.062098	1.485784	1.47498	1.404921	1.402271	1.284336	1.042087	0.9558275	0.926108	0.850499	0.7832121	0.5415897	0.5088986	0.5009588	0.4684779	0.4116287	0.4083996	0.3720603	0.3665843	0.3165763	0.2983222	0.2572415	0.234189	0.2247351	0.2160335	0.2092294	0.2019141	0.1776074	0.1621936	0.1410153	0.08165982	0.07667147	0.06077949	0.03597874	0.03447335	0.007920457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3.281173	2.443519	2.32986	2.273199	2.100074	2.062098	1.798918	1.569411	1.485784	1.47498	1.458647	1.404921	1.402271	1.284336	1.260737	1.042087	0.9558275	0.926108	0.9048701	0.850499	0.8270261	0.7832121	0.5415897	0.5088986	0.5009588	0.4684779	0.4116287	0.4083996	0.3720603	0.2482362	0.1776074	0.1056425	0.0614513	0.05212863	0.04886154	0.01007779	0.0001974137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3.281173	2.443519	2.32986	2.273199	2.202385	2.100074	2.090451	2.062098	1.812138	1.798918	1.569411	1.485784	1.47498	1.458647	1.404921	1.402271	1.284336	1.261253	1.260737	1.042087	0.9558275	0.926108	0.9048701	0.8923063	0.850499	0.8067946	0.7774615	0.7000598	0.5801265	0.5700597	0.5432374	0.4974053	0.4946405	0.398157	0.3963581	0.3762835	0.2297005	0.1119428	0.0614513	0.036774	0.01703018	7.216703E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3.529366	3.281173	2.443519	2.32986	2.315115	2.273199	2.202385	2.100074	2.090451	2.062098	2.061919	1.812138	1.809676	1.798918	1.569411	1.485784	1.47498	1.458647	1.404921	1.402271	1.284336	1.261253	1.260737	1.21045	1.042087	0.4455096	0.2200642	0.1961397	0.09735034	0.06039725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3.529366	3.281173	2.862278	2.443519	2.32986	2.315115	2.302014	2.273199	2.202385	2.100074	2.090451	2.062098	2.061919	1.812138	1.810343	1.809676	1.798918	1.569411	1.485784	1.47498	1.459667	1.458647	1.404921	1.402271	1.004164	0.9447215	0.8646482	0.8297353	0.6702081	0.6040094	0.5981175	0.5570108	0.4783654	0.4187429	0.3651824	0.2190622	0.1463535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3.529366	3.281173	3.108237	2.952963	2.862278	2.645774	2.498813	2.443519	2.32986	2.315115	2.302014	2.273199	2.202385	2.100074	2.099975	2.090451	2.062098	2.061919	1.976417	1.812138	1.810343	1.809676	1.799231	1.798918	1.569411	1.485784	1.47498	1.35866	1.183886	0.9566965	0.9260412	0.8107108	0.7249398	0.5778176	0.4164959	0.3474876	0.1215447	0.1187029	0.09039194	0.06817017	0.05653219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4.116348	4.028686	3.529366	3.281173	3.108237	2.952963	2.862278	2.744101	2.645774	2.594261	2.498813	2.443519	2.32986	2.315115	2.302014	2.273199	2.202385	2.100074	2.099975	2.090451	2.062098	2.061919	1.976417	1.812138	1.674963	1.377051	1.364718	1.298033	1.272673	0.8152438	0.6392129	0.5665461	0.4459838	0.364733	0.3601089	0.3253352	0.3133275	0.1410082	0.04110178	0.03992281	0.02869525	0.002317812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4.129848	4.116348	4.028686	3.977299	3.625664	3.529366	3.281173	3.108237	2.952963	2.862278	2.744101	2.645774	2.594261	2.498813	2.443519	2.32986	2.315115	2.302014	2.273199	2.202385	2.107992	2.100074	2.099975	2.090451	1.655421	1.332666	1.159988	1.157586	0.8327163	0.8260483	0.6955988	0.6841525	0.5860627	0.5162364	0.4382946	0.2408934	0.128527	0.125657	0.02518404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4.129848	4.116348	4.028686	3.977299	3.698818	3.625664	3.529366	3.281173	3.108237	2.952963	2.865072	2.862278	2.744101	2.705487	2.645774	2.594261	2.498813	2.443519	2.408648	2.32986	2.315115	2.302014	2.294245	2.273199	2.202385	1.706995	1.073241	0.7889113	0.7454931	0.7029606	0.6934537	0.5236553	0.3609015	0.3491925	0.3456004	0.2771427	0.2356729	0.1954348	0.1908269	0.1796943	0.1158782	0.1114441	0.07945409	0.04918288	0.04869476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
