Elite Size: 25, roulete size: 30, random size: 0
Mutation type: Stepy
CycleEval?: True, accelEval?: False, heightEval?: True
Funcion: Partida_Classic_FaseSync_Fourier_Knee, empujon inicial: (0,0,0)
0.4193554	0.3918133	0.1104166	0.1098243	0.0802447	0.0656717	0.06437747	0.06293426	0.06167553	0.0567441	0.0538227	0.05223565	0.0517761	0.05019303	0.04564293	0.04298022	0.04290762	0.03585433	0.03547381	0.03470449	0.03415718	0.03262821	0.0317511	0.02477422	0.02326619	0.02075799	0.01707452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.4239647	0.4193554	0.3918133	0.1284832	0.1104166	0.1098243	0.0802447	0.07756725	0.07697667	0.07378853	0.07224111	0.06647985	0.0656717	0.06437747	0.06358358	0.06293426	0.06167553	0.0567441	0.05626415	0.05526289	0.0538227	0.05223565	0.0517761	0.05019303	0.04564293	0.04558369	0.04298022	0.04290762	0.04148002	0.04027807	0.03585433	0.03547381	0.03470449	0.03415718	0.03262821	0.0317511	0.02477422	0.02326619	0.01940529	0.01875654	0.01829961	0.01819097	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.4239647	0.4239071	0.4193554	0.408727	0.3918133	0.1427914	0.1284832	0.1104166	0.1098243	0.09595028	0.0910377	0.08847696	0.0802447	0.07927655	0.07756725	0.07697667	0.07632205	0.07378853	0.07224111	0.07077174	0.07039099	0.06939705	0.06647985	0.0656717	0.06507564	0.06437747	0.06358358	0.06293426	0.06167553	0.05762461	0.0567441	0.05626415	0.05526289	0.054212	0.0538227	0.05223565	0.0517761	0.05117017	0.05019303	0.04939983	0.04915842	0.04891077	0.04564293	0.04237178	0.0350145	0.03415152	0.01920298	0	0	0	0	0	0	0	0	
0.4239647	0.4239071	0.4193554	0.408727	0.3918133	0.1427914	0.1284832	0.1104166	0.1098243	0.09595028	0.09364098	0.0910377	0.0889627	0.08847696	0.08714889	0.0802447	0.07927655	0.07756725	0.07697667	0.07632205	0.07378853	0.07280611	0.07224111	0.07077174	0.07039099	0.06939705	0.06784681	0.06720257	0.06711956	0.06647985	0.0656717	0.06507564	0.06450589	0.06285207	0.06172207	0.05852377	0.05827134	0.05777495	0.05728527	0.04478339	0.04173426	0.02854183	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.4487382	0.4239647	0.4239071	0.4193554	0.408727	0.3918133	0.3739682	0.3663867	0.1427914	0.1284832	0.1122122	0.1104166	0.1098243	0.09999697	0.09595028	0.09364098	0.09318629	0.09140899	0.0910377	0.09032461	0.08898068	0.0889627	0.08847696	0.08714889	0.08247653	0.08203434	0.08089326	0.0802447	0.07927655	0.07786945	0.07756725	0.07697667	0.07632205	0.07579584	0.07393546	0.07378853	0.07368244	0.07280611	0.07224771	0.07224111	0.07077174	0.07039099	0.06842704	0.06628588	0.06574137	0.06166201	0.06064615	0.0595447	0.05214189	0.0327972	0.03075776	0.007356666	0	0	0	
0.4493501	0.4487382	0.4239647	0.4239071	0.4193554	0.408727	0.3918133	0.3739682	0.3663867	0.1427914	0.1284832	0.1122122	0.1104166	0.1098243	0.09999697	0.09595028	0.09546087	0.09511708	0.09467661	0.09364098	0.09318629	0.09140899	0.0910377	0.09032461	0.08986036	0.08898068	0.0889627	0.08847696	0.08714889	0.08356293	0.08247653	0.0788295	0.07356291	0.0698677	0.06853785	0.06254379	0.06122967	0.05990496	0.05978793	0.05932467	0.05898715	0.05786337	0.05055052	0.04534278	0.04433284	0.02875619	0.01582114	0	0	0	0	0	0	0	0	
0.4493501	0.4487382	0.4239647	0.4239071	0.4193554	0.408727	0.3918133	0.3739682	0.3663867	0.1427914	0.1284832	0.1122122	0.1104166	0.1098243	0.1075357	0.09999697	0.09595028	0.09546087	0.09511708	0.0949287	0.09467661	0.09364098	0.09318629	0.09140899	0.0910377	0.09032461	0.08986036	0.08970346	0.08692119	0.08521044	0.08087586	0.07790639	0.07724115	0.07333568	0.0717959	0.07059054	0.0651499	0.05525947	0.04424363	0.0409385	0.04058237	0.03832296	0.03798894	0.03556595	0.03468316	0.03238652	0.03115344	0.02504847	0	0	0	0	0	0	0	
0.4493501	0.4487382	0.4381161	0.4239647	0.4239071	0.4193554	0.408727	0.3918133	0.3739682	0.3663867	0.1428446	0.1427914	0.1284832	0.1186469	0.1156692	0.1122122	0.1104166	0.1098243	0.1096738	0.1075357	0.09999697	0.09927864	0.09595028	0.09546087	0.09511708	0.0949287	0.09467661	0.09364098	0.09318629	0.09140899	0.0910377	0.08710414	0.08096528	0.07864094	0.07613947	0.05641527	0.05294609	0.04227309	0.03631315	0.03596471	0.0344588	0.03141581	0.0247022	0	0	0	0	0	0	0	0	0	0	0	0	
0.4667619	0.4643227	0.4493501	0.4487382	0.4456032	0.4381161	0.4239647	0.4239071	0.4193554	0.408727	0.3918133	0.3739682	0.3663867	0.1428446	0.1427914	0.1284832	0.1186469	0.1156692	0.1122122	0.1104166	0.1098243	0.1096738	0.1075357	0.09999697	0.09927864	0.09595028	0.09546087	0.09511708	0.0906486	0.09028495	0.0895979	0.08700066	0.08590585	0.0821167	0.07412336	0.06598233	0.0557825	0.05565119	0.05222125	0.04559142	0.0387308	0.0319047	0.01280594	0	0	0	0	0	0	0	0	0	0	0	0	
0.4667619	0.4643227	0.4580269	0.4493501	0.4487382	0.4456032	0.4381161	0.4327799	0.4239647	0.4239071	0.4193554	0.408727	0.3918133	0.3739682	0.3663867	0.3429386	0.1428446	0.1427914	0.1284832	0.1186469	0.1156692	0.1122122	0.1104166	0.1098243	0.1096738	0.1075357	0.09999697	0.09927864	0.0897954	0.08649005	0.08080617	0.07923152	0.07296835	0.07267635	0.05905787	0.05851326	0.0570419	0.05475246	0.05411844	0.05043451	0.04055424	0.03502486	0.03476467	0.02755826	0	0	0	0	0	0	0	0	0	0	0	
0.4667619	0.4643227	0.4580269	0.4493501	0.4487382	0.4456032	0.4431083	0.4381161	0.4327799	0.4239647	0.4239071	0.4193554	0.413555	0.408727	0.3918133	0.3739682	0.3663867	0.3429386	0.2762598	0.1428446	0.1427914	0.1284832	0.1186469	0.1156692	0.1122122	0.1119714	0.1104166	0.1098243	0.1096738	0.09979296	0.09705584	0.08591262	0.07874428	0.07535281	0.07145014	0.06812113	0.06723179	0.05707121	0.04491318	0.0368814	0.02130514	0.02123988	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.4667619	0.4643227	0.4580269	0.4501668	0.4493501	0.4487382	0.4456032	0.4431083	0.4381161	0.4340992	0.4327799	0.4278453	0.4239647	0.4239071	0.4216205	0.4193554	0.413555	0.408727	0.3918133	0.3739682	0.3663867	0.357665	0.3429386	0.2762598	0.2511337	0.1428446	0.1427914	0.1284832	0.1186469	0.1156692	0.1122122	0.08905016	0.08828101	0.08628	0.0849378	0.08462992	0.08109143	0.07650533	0.07548578	0.07329275	0.06723078	0.05046672	0.04481225	0.04368163	0.04066614	0.03967221	0.03953869	0.03705945	0.03208092	0.03050574	0.01277695	0	0	0	0	
0.4667619	0.4643227	0.4580269	0.4501668	0.4493501	0.4487382	0.4456032	0.4431083	0.4381161	0.4340992	0.4327799	0.4284285	0.4278453	0.4239647	0.4239071	0.4216205	0.4193554	0.413555	0.408727	0.3918133	0.3739682	0.3663867	0.357665	0.3429386	0.2762598	0.2511337	0.09503952	0.09407039	0.09082239	0.08811086	0.08183379	0.07958055	0.07833202	0.07812479	0.0776884	0.07168183	0.03701598	0.03248695	0.0234133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.4667619	0.4643227	0.4580269	0.4501668	0.4493501	0.4487382	0.4456032	0.4431083	0.4381161	0.4340992	0.4327799	0.4284285	0.4278453	0.4239647	0.4239071	0.4216205	0.4193554	0.413555	0.408727	0.3918133	0.3739682	0.3663867	0.357665	0.3429386	0.2762598	0.1193668	0.1122337	0.09466721	0.08905468	0.08227922	0.08108834	0.07638574	0.07293448	0.07086655	0.07019446	0.06958473	0.06665295	0.06568277	0.06015582	0.04503201	0.03559772	0.03365079	0.03223752	0.02740067	0.02699744	0.008409993	0	0	0	0	0	0	0	0	0	
0.4667619	0.4643227	0.460525	0.4580269	0.4501668	0.4493501	0.4487382	0.4456032	0.4431083	0.4381161	0.4340992	0.4327799	0.4284285	0.4278453	0.4239647	0.4239071	0.4216205	0.4193554	0.413555	0.408727	0.3918133	0.3739682	0.3663867	0.357665	0.3429386	0.2762598	0.1141914	0.1097296	0.0981879	0.0953721	0.09004934	0.08754305	0.0869363	0.08319476	0.07847545	0.06505293	0.06471575	0.04798876	0.04380623	0.03589952	0.01313914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.4667619	0.4643227	0.460525	0.4580269	0.4501668	0.4493501	0.4487382	0.4456032	0.4431083	0.4381161	0.4340992	0.4327799	0.4284285	0.4278453	0.4239647	0.4239071	0.4217621	0.4216205	0.4193554	0.413555	0.408727	0.3918133	0.3739682	0.3663867	0.357665	0.3429386	0.1100855	0.1083477	0.1012137	0.09487712	0.08074915	0.07951213	0.07892042	0.07760251	0.06942154	0.06207691	0.05301434	0.04965003	0.04589001	0.04536215	0.04448173	0.04442358	0.039983	0.03077813	0.02679383	0.021925	0.02164171	0	0	0	0	0	0	0	0	
0.4667619	0.4643227	0.460525	0.4580269	0.4501668	0.4493501	0.4487382	0.4456032	0.4431083	0.4381161	0.4340992	0.4327799	0.4284285	0.4278453	0.4239647	0.4239071	0.4217621	0.4216205	0.4193554	0.413555	0.408727	0.3918133	0.3761955	0.3739682	0.3663867	0.357665	0.3401431	0.3370518	0.07092126	0.06322457	0.06232084	0.0505209	0.04462503	0.03963814	0.03823672	0.02754522	0.02156471	0.01586701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.4667619	0.4643227	0.460525	0.4580269	0.4501668	0.4493501	0.4487382	0.4457019	0.4456032	0.4431083	0.4381161	0.4340992	0.4327799	0.4284285	0.4278453	0.4239647	0.4239071	0.4217621	0.4216205	0.4193554	0.413555	0.408727	0.3918133	0.3761955	0.3739682	0.3663867	0.1292726	0.1019	0.1015331	0.09558532	0.09133986	0.08275552	0.0823644	0.08077155	0.0719511	0.06718446	0.05785671	0.04890586	0.04372651	0.0418431	0.03802344	0.03108276	0.02641773	0.01542916	0.01288235	0	0	0	0	0	0	0	0	0	0	
0.4667619	0.4643227	0.460525	0.4580269	0.4501668	0.4493501	0.4487382	0.4457019	0.4456032	0.4431083	0.4387707	0.4381161	0.4340992	0.4327799	0.4284285	0.4278453	0.4276897	0.4239647	0.4239071	0.4217621	0.4216205	0.4193554	0.4184879	0.413555	0.408727	0.3918133	0.3823602	0.3761955	0.3739682	0.1148435	0.1106714	0.1070184	0.1066098	0.09059151	0.08881934	0.08648621	0.07980026	0.07758337	0.06710049	0.05851589	0.0506831	0.04263297	0.03999124	0.03335603	0.02985324	0.02226004	0	0	0	0	0	0	0	0	0	
0.4667619	0.4643227	0.460525	0.4580269	0.4501668	0.4493501	0.4487382	0.4457019	0.4456032	0.4431083	0.4387707	0.4381161	0.4340992	0.433051	0.4327799	0.4284285	0.4278453	0.4276897	0.4239647	0.4239071	0.4217621	0.4216205	0.4193554	0.4184879	0.413555	0.408727	0.3628377	0.1659801	0.108013	0.09169183	0.09004479	0.08922869	0.07435568	0.06831513	0.06806589	0.05580489	0.05293399	0.05183565	0.04648722	0.04588022	0.04017565	0.03710845	0.0365402	0.03290985	0.02751436	0	0	0	0	0	0	0	0	0	0	
0.4667619	0.4643227	0.460525	0.4580269	0.4509206	0.4501668	0.4493501	0.4487382	0.4457019	0.4456032	0.4431083	0.4387707	0.4386091	0.4381161	0.4340992	0.433051	0.4327799	0.4284285	0.4278453	0.4276897	0.4239647	0.4239071	0.4217621	0.4216205	0.4193554	0.4184879	0.413555	0.3775023	0.3716208	0.1118036	0.107541	0.07766101	0.07385644	0.07383947	0.07095633	0.06834943	0.06685913	0.06066145	0.05802365	0.04804743	0.03526067	0.0334463	0.02854128	0.006771885	0	0	0	0	0	0	0	0	0	0	0	
0.4667619	0.4643227	0.460525	0.4580269	0.4509206	0.4501668	0.4493501	0.4487382	0.4457019	0.4456032	0.4431083	0.4389847	0.4387707	0.4386091	0.4381161	0.4340992	0.433051	0.4327799	0.4284285	0.4278453	0.4276897	0.4239647	0.4239071	0.4217621	0.4216205	0.4193554	0.4011941	0.3852361	0.1038721	0.09285067	0.08625054	0.08401328	0.06221855	0.05895122	0.04918601	0.04731252	0.04495266	0.04155893	0.02251584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
